userId,productNumber,altNumber1,altNumber2,altNumber3,altNumber4,altNumber5,altNumber6,quantity,productType,brand,description,relatedTags,createdAt,updatedAt
1,787644-001,787644-001,,,,,,6,Hard Disk Drive / HDD,,300GB SAS MSA hard drive - 10|000 RPM| 2.5-inch small form factor (SFF)| 12 Gb/s interface| enterprise drive,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,79-00000523,,60-261-01,,,,,0,LFF HDD Tray,HP,HP 3.5in HDD Serial Attached SCSI Tray (MSA 2000 G1/G2 | P2000 G3),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,79-00000523-06,,,,,,,6,Drive Tray,HPE,HPE P2000 3.5in LFF Hard drive Tray caddy incl sata to fc interposer,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,790498-001,790498-001,778572-001,,,,,4,Heatsink,HPE,HPE DL60 Gen 9 / DL120 Gen 9 Heatsink,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,790530-001,N/A,N/A,N/A,,,,1,Heat Sink,HPE,HP DL80 G9 Heatsink ,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,791034-B21,791055-001,,,,,,2,HDD / Hard Disk Drive,HPE,HPE 1.8TB 12G SAS 10K 2.5IN 512E HDD,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7914-AC1,,,7914AC1,,,,4,Lenovo x3550 M4,Lenovo/IBM,Lenovo x3550 M4,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7914M3U,,,,,,,1,Lenovo x3550 M4,Lenovo/IBM,Lenovo x3550 M4 E5-2690v2 8GB,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7915G3U,,,,,,,1,Lenovo x3650 M4,Lenovo/IBM,Lenovo x3650 M4 E5-2650v2 8GB,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,791704-001,791704-001,,# K2R65A (StoreEasy 1550),,,,0,System Board,HPE,HPE ML110 Gen9 System Board ,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,791717-001,791717-001,789656-001,# K2R65A (StoreEasy 1550),,,,2,Fan,HPE,HPE ProLiant ML110 Gen9 92 x 38mm Fan Assembly,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7917F4U,,,,,,,1,Blade Server,IBM,IBM FLEX SYSTEM X440 E5-4650  8GB ,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,792351-001,792351-001 / 765755-001 (BP),780298-001 / 765754-001 (BP),# K2R65A (StoreEasy1550),,,,2,Drive Cage,HPE,HPE 4LFF Gen9 5U Hot Plug Drive Cage,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7927610-001,,,,,,,1,NVME Drive,HP,480GB Intel Optane 905P HHHL PCIe x4 SSD HP,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,792852-001,775415-001,750688-001 / 792851-001,,,,,71,Fan,HP,HPE DL360 Gen9 Standard Fan,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,793474-B21,793534-001,729810-001,777283-001,,,,0,Riser Cage,HPE,HPE DL560 Gen9 PCIe Secondary Riser Cage,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,793665-B21,N/A,N/A,N/A,,,,0,ssd,N/A,N/A,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,793669-B21,793763-001,,,,,,0,HDD / Hard Disk Drive,HPE,HPE 4TB 12G SAS 7.2K 3.5IN 512E,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,793683-B21,793767-001,,,,,,0,Hard Drive,HPE,HPE 6TB SATA 6G Midline 7.2K LFF SC Helium 512e HDD,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,793697-B21,793770-001,,,,,,4,Hard Drive / HDD,HPE,HPE 6TB SAS 12G MIDLINE 7.2K LFF (3.5IN) ST 1YR WTY HELIUM 512E HDD,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,793701-B21,793772-001,N/A,N/A,,,,0,Hard Disk Drive / HDD,N/A,N/A,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,793951-001,,,,,,,2,Rail Kit,HPE,HP ASSY| 4U Rail Kit Tornado,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,794502-B23,813174-001,,,,,,0,Switch Module,HPE,HPE VIRTUAL CONNECT SE 40GB F8 MODULE FOR SYNERGY,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,795235-B21,775404-001,734043-001,,,,,1,Heatsink,HPE,HPE DL360 Gen9 High Performance Heatsink,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,796850-001,777285-001,,747597-001,,,,469,Fan,HPE,HPE ProLiant DL380 Gen9 Standard Fan,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,796852-001,777286-001,N/A,N/A,,,,12,fan,hp,page 19,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,796853-001,777288-001,759250-001,N/A,,,,29,Fan,hp,N/A,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,797258-081,n/a,n/a,n/a,,,,0,BULK MEMORY,HP,n/a,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,797263-B21,797518-001,758413-001,MB6000FEDAU,,,,0,HDD / Hard Disk Drive,HPE,HPE 6TB SAS 6G 7.2K LFF (3.5in) LP HDD,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,797739-B21,,,807963-001,,,,0,Enclosure Synergy 12000 Frame,HPE,HPE SYNERGY 12000 FRAME WITH 2X FRAME LINK MODULES 6X POWER SUPPLIES 10X FANS,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,797740-B21,,,807963-001 / 869597-001 (Midplane) / 807967-001 (Fan) / 807963-001 (FLM),,,,27,Enclosure Synergy 12000 Frame,HPE,HPE Synergy 12000 CTO Frame w/1 Frame Link Module 10x Fans,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,797740-B22,,,869597-001 (Midplane Assembly) / 813829-001 (Power Supply) / 807967-001 (Fan) / 807963-001 (FLM),,,,11,Enclosure Synergy 12000 ,HPE,HPE Synergy 12000 Frame TAA-Compliant CTO w/ 2x FLM 6x P/S 10x Fans,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,798095-B21,813829-001,765876-001,Apollo K6000 / 797740-B22 (Synergy 12000) / Apollo W6000,,,,220,Power Supply / PSU,HPE,HPE 2650W AC Titanium 12V Out 1U Hot-Plug Power Supply Kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,798099-B21,813831-001,789376-001 / 795554-101,HSTNS-PD55,,,,82,Power Supply / PSU,HPE,HPE 2650W-48VDC Hot Plug Power Supply,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,798152-B21,,,,,,,15,Server Apollo R2200 G9 12LFF,HPE,HPE Apollo R2200 Gen9 12LFF Configure-To-Order Chassis,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,798153-B21,,,,,,,30,Server Apollo R2600 G9 24SFF,HPE,HPE Apollo R2600 Gen9 24SFF Configure-To-Order Chassis,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,798565-001,,,,,,,22,Cable,HPE,HPE Red Flat 14in. SATA Cable,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,799935-001,808851-001,,,,,,1,Cable,,Storage cable kit - For use with Apollo 2,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,799937-001,808851-001,,,,,,1,Cable,,Storage cable kit - For use with Apollo 2,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7AD92U8R#ABA,,,7AD92U8#ABA,,,,0,Workstation Z8 G4,HP,HP Z8 G4 W10P-64 X Gold 6154 3.0GHz 2P 256GB NVME 500GB SATA 32GB(4x8GB) DVDRW Quadro P400 2GB 1125W,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7BG76UT#ABA,,,7BG76UTR#ABA,,,,7,Workstation Z8 G4,HP,HP Z8 G4 W10P-64 Xeon-S 4216 1GHz 512GB NVMe 16GB (2x8GB) ECC DDR4 2933,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7BG78UT#ABA,,,,,,,0,Workstation Z8 G4,HP,HP Z8 G4 W10P-64 2P X 4214 2.2Ghz 256GB NVMe 32GB(4x8GB) DDR4 2933 DVDRW ,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7BG79UT#ABA,,,7BG79UTR#ABA,,,,0,Workstation Z6 G4,HP,HP Z6 G4 W10P 2P Xeon-S 4208 2.1Ghz 256GB NVMe 1TB SATA 32GB (4x 8GB) DVDRW Quadro RTX 4000 8GB TWR WS,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7BG84UT#ABA,,,7BG84UTR#ABA,,,,0,Workstation Z8 G4,HP,HP Z8 G4 W10P-64 Xeon-S 4214 2P 256GB NVME 1TB SATA 32GB(4x8GB) ECC DVDRW Quadro RTX 4000 8GB 1125W ,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7BG85UT,,,7BG85UT#ABA / 7BG85UTR / 7BG85UTR#ABA,,,,0,Workstation Z6 G4,HP,HP Z6 G4 X 5222 16GB DDR4-2933 256GB NVME W10P,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7BG96UT#ABA,,,7BG96UTR#ABA,,,,0,Workstation Z8 G4,HP,HP Z8 G4 Xeon-S 4214 16GB RAM 1TB HDD Qyadri P1000 4GB W10P-64,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7CE01AA,L66872-001 (PCIe Adapter) / L35282-005| 803598-001 (WLAN),801771-001 (PCie Adapter),,,,,2,Network Adapter,HP / Intel,HP Intel AX200 WiFi 6 and Bluetooth 5 PCIe Adapter,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7FKKK,,,,,,,0,Memory,Dell,Dell 32GB 2RX4 PC3L-12800R,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7GZ90UT#ABA,,7GZ90UTR#ABA,,,,,0,Workstation Z6 G4,HP,HP Z6 G4 Xeon 4214 32GB RAM 256GB SSD DVD-RW Nvidia RTX5000 W10P64 WS+ 1000W Smart Buy,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7H4CN,,,07H4CN,,,,0,RAID Controller,Dell,Dell PERC H730P 12Gb/s SAS 6GB/s SATA 2GB Cache Mini Mono RAID Controller,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7HYY4,,07HYY4,,,,,0,RAID Controller,Dell,Dell BOSS-S1 PCIe 2x M.2 Storage Controller,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7MA82UP#ABA,,,7MA82UPR#ABA,,,,0,Workstation Z6 G4,HP,HP Z6 G4 Xeon-G 6244 64GB (4x16GB) 1TB RTX 4000 8GB GDDR6,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7MC31UP,,,7MC31UP#ABA,,,,1,Workstation Z6 G4,HP,HP Z6 G4,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7N67A00882-02,01FP510,01PF556,,,,,0,PSU /  Power supply,Lenovo,lenovo Think System 550W PSU,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7NVX8,,07NVX8,,,,,2,PSU / Power supply,Dell,Dell 870W PSU,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7RKD7,,07RKD7,,,,,0,NVMe,Dell,Dell 480GB SATA SSD M.2 6Gb/s ,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7X02CTO1WW,,,,,,,0,Server,Lenovo,Lenovo TS SR630 2x6246 8x 16GB,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7X02TPRF00,,,7X02CTO1WW / 7X02CTOLWW,,,,1,Server Lenovo ThinkSystem SR630 10SFF,Lenovo,Lenovo ThinkSystem SR630 10SFF 2P Xeon-G 6246 128GB (8x 16GB),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7X04A02QNA,,,,,,,1,Server ThinkSystem SR550 8LFF,Lenovo,Lenovo ThinkSystem SR550 Xeon-B 3106 16GB,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7X06A04ZNA,,,,,,,2,Server ThinkSystem SR650 24SFF,Lenovo,Lenovo ThinkSystem SR650 Xeon-S 4116 32GB,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7X16-AC1,,,7X16-CTO / 7X16-CTO1WW,,,,1,Blade Server SN550,Lenovo,Lenovo ThinkSystem SN550,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7X16A07ENA,,,7X16-AC1 / 7X16-CTO / 7X16-CTO1WW,,,,2,Blade Server SN550,Lenovo,Lenovo ThinkSystem  SN550 Xeon Gold 5220 32GB,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7X77A01302,SM37A21489,01DE972,MTA18ASF2G72PZ-2G9E1VI,,,,0,Memory,Lenovo,Lenovo 16GB 1Rx4 PC4-2933Y,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7X77A01304,SM30L13368,01DE974,4X77A08598,,,,0,Memory,Lenovo - SK Hynix,32GB 2Rx4 PC4-2666V ALT OPT: 4X77A08611,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7XDNW,,,07XDNW,,,,1,Micro SD,Dell,Dell 64GB C10 U3 Micro SD Card,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7XK5H,,900-5G180-0100-032 / 699-5G180-0500-601,07XK5H,,,,0,Graphics Card / GPU,Dell,Dell Nvidia Quadro RTX 5000 16GB GDDR6 Graphics Card,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,7ZT7A00549,00YJ569,01PE411,,,,,1,Network Card,Lenovo,Lenovo ThinkSystem 10Gb 4-Port Base-T LOM,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,80-1007295-02,,,,,,,2,Switch,Brocade,Brocade VDX6720 24-Port Ethernet Switch 10 Gigabit BR-VDX6720-24-R,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,800-36076-04,,,,,,,6,Fan,Cisco,Cisco UCS C240 M3 Fan / UCS C260 M2 Fan,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,800073-S01,,,719064-B21,,,,0,Server DL380 Gen9,HPE,HPE DL380 Gen9 E5-2620v3 SFF Svr/S-Buy,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,800076-B21,,,,,,,1,Server DL380 Gen9,HPE,HPE Proliant DL380 Gen9 E5-2667v3 1P 32GB 8SFF ,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,800076-S01,,,719064-B21,,,,1,Server DL380 Gen9 ,HPE ,HPE Proliant DL380 Gen9 E5-2667v3 32GB Svr/S-Buy,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,800125-00-07,,,16101,,,,5,Network Gigabit Switch,EXTREME,NETWORKS SUMMIT 400-48T 16101 800125-00-07 48-Prt Network Gigabit Switch,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,800355-001,800355-001,768649-001,,,,,1,PDB Board,HPE,Power distribution board - For use with Apollo R2x00 Gen9,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,800357-001,800357-001,768655-001,,,,,15,Backplane,HPE,HPE 12LFF Hard drive Backplane for Apollo R2x00 Gen9,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,800358-001,800358-001,768657-001,,,,,17,Backplane,HPE,HPE Apollo r2x00 Gen9 24SFF HDD Backplane,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,800376-001,798943-001,,,,,,105,Heatsink,HPE,HPE PROLIANT CPU HEATSINK XL170R G9 / XL190R G9,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,800377-001,798945-001,,,,,,97,Heatsink,HPE,HPE APOLLO XL1X0R G9 49 FIN Heatsink,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,800513-001,,,,,,,1,battery,HP,HP Elitebook 840 Battery,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801076-002,,,,,,,1,NVMe,HPE,HP 512GB PCIE GEN3 X4 NVME M.2 2280 READS 2150MB/S WRITES 1550MB/S SOLID STATE DRIVE SSD - KEY M PCI-E 3.0 4 LANES 8GB/S PER LANE NON VOLATILE MEMORY EXPRESS,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801225-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2690v4 (2.6GHz/14-core/35MB/135W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801225-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2690v4 (2.6GHz/14-core/35MB/135W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801226-B21,835606-001,,SR2N7,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel Xeon E5-2680v4 (2.4GHz/14-core/35MB/120W) CPU Kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801226-L21,835606-001,,SR2N7,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel Xeon E5-2680v4 (2.4GHz/14-core/35MB/120W) FIO Proccesor Kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801228-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2660v4 (2.0GHz/14-core/35MB/105W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801228-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2660v4 (2GHz/14-core/35MB/105W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801229-B21,,,SR2N3,,,,0,CPU Kit,HP,HPE ML350 Gen9 E5-2650v4 kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801229-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2650v4 (2.2GHz/12-core/30MB/105W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801230-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2640v4 (2.4GHz/10-core/25MB/90W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801230-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2640v4 (2.4GHz/10-core/25MB/90W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801231-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2630v4 (2.2GHz/10-core/25MB/85W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801231-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2630v4 (2.2GHz/10-core/25MB/85W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801232-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2620v4 (2.1GHz/8-core/20MB/85W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801232-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2620v4 (2.1GHz/8-core/20MB/85W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801233-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2609v4 (1.7GHz/8-core/20MB/85W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801233-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2609v4 (1.7GHz/8-core/20MB/85W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801234-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2603v4 (1.7GHz/6-core/15MB/85W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801234-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2603v4 (1.7GHz/6-core/15MB/85W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801250-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2650Lv4 (1.7GHz/14-core/35MB/65W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801250-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2650Lv4 (1.7GHz/14-core/35MB/65W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801251-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2630Lv4 (1.8GHz/10-core/25MB/55W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801251-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2630Lv4 (1.8GHz/10-core/25MB/55W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801252-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2697v4 (2.3GHz/18-core/45MB/145W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801252-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2697v4 (2.3GHz/18-core/45MB/145W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801253-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2695v4 (2.1GHz/18-core/45MB/120W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801253-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2695v4 (2.1GHz/18-core/45MB/120W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801254-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2667v4 (3.2GHz/8-core/25MB/135W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801254-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2667v4 (3|2GHz/8-core/25MB/135W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801255-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2643v4 (3.4GHz/6-core/20MB/135W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801255-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2643v4 (3|4GHz/6-core/20MB/135W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801256-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2637v4 (3.5GHz/4-core/15MB/135W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801256-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2637v4 (3.5GHz/4-core/15MB/135W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801257-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2683v4 (2.1GHz/16-core/40MB/120W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801257-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2683v4 (2.1GHz/16-core/40MB/120W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801258-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2623v4 (2.6GHz/4-core/10MB/85W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801258-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2623v4 (2.6GHz/4-core/10MB/85W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801259-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2699v4 (2.2GHz/22-core/55MB/145W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801259-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2699v4 (2.2GHz/22-core/55MB/145W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801271-B21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2698v4 (2.2GHz/20-core/50MB/135W) Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801271-L21,,,,,,,0,CPU Kit,HPE,HPE ML350 Gen9 Intel® Xeon® E5-2698v4 (2.2GHz/20-core/50MB/135W) FIO Processor kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801882-B21,659569-001,,,,,,0,HDD / Hard Disk Drive,HPE,HPE 1TB SATA 6G MIDLINE 7.2K LFF (3.5IN) RW 1YR WTY HDD,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,801940-001,801939-001 ,,,,,,0,System Board,HPE,HPE ProLiant DL380p Gen8 V2 System Board,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,802277-001,,,,,,,3,Memory Cartridge,HPE,HPE DL580 Gen9 12-Slot Memory DIMM Cartridge,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,802626-001,802695-001,,,,,,1,Heatsink,HPE,High efficiency screw-down type processor heatsink - Screws to the system I/O board - For use with processors rated over 105 watts TDP,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,802891-B21,802911-001,n/a,n/a,,,,0,Hard Drive,HP,HP 1.92TB SAS 12G RI 2.5 SC SSD,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
